;Unnamed: 0;COMPANY;DATE;OPEN;CLOSE
0;119998;YNDX;2014-06-04;1546.7;1170.0
1;119999;YNDX;2014-06-05;1175.0;1145.1
2;120000;YNDX;2014-06-06;1158.3;1163.0
3;120000;YNDX;2014-06-07;1158.3;1163.0
4;120000;YNDX;2014-06-08;1158.3;1163.0
5;120001;YNDX;2014-06-09;1178.9;1172.1
6;120002;YNDX;2014-06-10;1172.1;1170.0
7;120003;YNDX;2014-06-11;1175.0;1179.9
8;120003;YNDX;2014-06-12;1175.0;1179.9
9;120003;YNDX;2014-06-13;1175.0;1179.9
10;120003;YNDX;2014-06-14;1175.0;1179.9
11;120003;YNDX;2014-06-15;1175.0;1179.9
12;120004;YNDX;2014-06-16;1164.0;1165.0
13;120005;YNDX;2014-06-17;1166.9;1185.5
14;120006;YNDX;2014-06-18;1180.1;1182.9
15;120007;YNDX;2014-06-19;1176.0;1168.0
16;120008;YNDX;2014-06-20;1165.2;1175.0
17;120008;YNDX;2014-06-21;1165.2;1175.0
18;120008;YNDX;2014-06-22;1165.2;1175.0
19;120009;YNDX;2014-06-23;1185.0;1196.0
20;120010;YNDX;2014-06-24;1200.0;1191.8
21;120011;YNDX;2014-06-25;1185.0;1176.8
22;120012;YNDX;2014-06-26;1185.0;1185.0
23;120013;YNDX;2014-06-27;1172.1;1185.0
24;120013;YNDX;2014-06-28;1172.1;1185.0
25;120013;YNDX;2014-06-29;1172.1;1185.0
26;120014;YNDX;2014-06-30;1189.9;1218.0
27;120015;YNDX;2014-07-01;1212.5;1218.2
28;120016;YNDX;2014-07-02;1218.0;1200.0
29;120017;YNDX;2014-07-03;1188.9;1192.0
30;120018;YNDX;2014-07-04;1184.9;1186.0
31;120018;YNDX;2014-07-05;1184.9;1186.0
32;120018;YNDX;2014-07-06;1184.9;1186.0
33;120019;YNDX;2014-07-07;1200.0;1160.0
34;120020;YNDX;2014-07-08;1165.0;1113.4
35;120021;YNDX;2014-07-09;1100.0;1094.0
36;120022;YNDX;2014-07-10;1100.0;1077.8
37;120023;YNDX;2014-07-11;1072.2;1099.3
38;120023;YNDX;2014-07-12;1072.2;1099.3
39;120023;YNDX;2014-07-13;1072.2;1099.3
40;120024;YNDX;2014-07-14;1095.1;1118.9
41;120025;YNDX;2014-07-15;1123.3;1114.3
42;120026;YNDX;2014-07-16;1114.2;1106.5
43;120027;YNDX;2014-07-17;1098.0;1088.0
44;120028;YNDX;2014-07-18;1080.4;1072.3
45;120028;YNDX;2014-07-19;1080.4;1072.3
46;120028;YNDX;2014-07-20;1080.4;1072.3
47;120029;YNDX;2014-07-21;1080.0;1047.5
48;120030;YNDX;2014-07-22;1050.4;1060.0
49;120031;YNDX;2014-07-23;1061.4;1056.2
50;120032;YNDX;2014-07-24;1056.2;1077.8
51;120033;YNDX;2014-07-25;1077.8;1075.1
52;120033;YNDX;2014-07-26;1077.8;1075.1
53;120033;YNDX;2014-07-27;1077.8;1075.1
54;120034;YNDX;2014-07-28;1060.2;1055.0
55;120035;YNDX;2014-07-29;1055.1;1116.0
56;120036;YNDX;2014-07-30;1112.3;1120.0
57;120037;YNDX;2014-07-31;1129.9;1087.7
58;120038;YNDX;2014-08-01;1096.9;1062.2
59;120038;YNDX;2014-08-02;1096.9;1062.2
60;120038;YNDX;2014-08-03;1096.9;1062.2
61;120039;YNDX;2014-08-04;1073.2;1089.5
62;120040;YNDX;2014-08-05;1101.3;1094.6
63;120041;YNDX;2014-08-06;1076.1;1060.1
64;120042;YNDX;2014-08-07;1041.1;1054.5
65;120043;YNDX;2014-08-08;1055.4;1033.5
66;120043;YNDX;2014-08-09;1055.4;1033.5
67;120043;YNDX;2014-08-10;1055.4;1033.5
68;120044;YNDX;2014-08-11;1040.0;1053.0
69;120045;YNDX;2014-08-12;1050.0;1052.1
70;120046;YNDX;2014-08-13;1050.0;1054.6
71;120047;YNDX;2014-08-14;1047.5;1053.1
72;120048;YNDX;2014-08-15;1040.6;1041.0
73;120048;YNDX;2014-08-16;1040.6;1041.0
74;120048;YNDX;2014-08-17;1040.6;1041.0
75;120049;YNDX;2014-08-18;1025.0;1032.0
76;120050;YNDX;2014-08-19;1046.8;1089.0
77;120051;YNDX;2014-08-20;1081.3;1109.7
78;120052;YNDX;2014-08-21;1098.1;1089.2
79;120053;YNDX;2014-08-22;1085.0;1050.0
80;120053;YNDX;2014-08-23;1085.0;1050.0
81;120053;YNDX;2014-08-24;1085.0;1050.0
82;120054;YNDX;2014-08-25;1054.0;1061.6
83;120055;YNDX;2014-08-26;1062.0;1056.0
84;120056;YNDX;2014-08-27;1059.8;1062.1
85;120057;YNDX;2014-08-28;1050.2;1055.0
86;120058;YNDX;2014-08-29;1047.0;1050.0
87;120058;YNDX;2014-08-30;1047.0;1050.0
88;120058;YNDX;2014-08-31;1047.0;1050.0
89;120059;YNDX;2014-09-01;1061.7;1055.5
90;120060;YNDX;2014-09-02;1059.5;1087.6
91;120061;YNDX;2014-09-03;1089.9;1116.8
92;120062;YNDX;2014-09-04;1124.0;1119.0
93;120063;YNDX;2014-09-05;1109.9;1159.6
94;120063;YNDX;2014-09-06;1109.9;1159.6
95;120063;YNDX;2014-09-07;1109.9;1159.6
96;120064;YNDX;2014-09-08;1168.0;1173.7
97;120065;YNDX;2014-09-09;1170.0;1157.3
98;120066;YNDX;2014-09-10;1150.1;1149.0
99;120067;YNDX;2014-09-11;1154.0;1149.9
100;120068;YNDX;2014-09-12;1144.1;1173.7
101;120068;YNDX;2014-09-13;1144.1;1173.7
102;120068;YNDX;2014-09-14;1144.1;1173.7
103;120069;YNDX;2014-09-15;1187.7;1230.0
104;120070;YNDX;2014-09-16;1185.0;1176.8
105;120071;YNDX;2014-09-17;1190.0;1174.1
106;120072;YNDX;2014-09-18;1173.7;1164.1
107;120073;YNDX;2014-09-19;1162.0;1148.5
108;120073;YNDX;2014-09-20;1162.0;1148.5
109;120073;YNDX;2014-09-21;1162.0;1148.5
110;120074;YNDX;2014-09-22;1159.9;1135.2
111;120075;YNDX;2014-09-23;1115.0;1125.0
112;120076;YNDX;2014-09-24;1125.0;1130.0
113;120077;YNDX;2014-09-25;1149.0;1154.0
114;120078;YNDX;2014-09-26;1154.1;1162.0
115;120078;YNDX;2014-09-27;1154.1;1162.0
116;120078;YNDX;2014-09-28;1154.1;1162.0
117;120079;YNDX;2014-09-29;1163.9;1131.3
118;120080;YNDX;2014-09-30;1119.8;1130.7
119;120081;YNDX;2014-10-01;1107.0;1091.0
120;120082;YNDX;2014-10-02;1072.0;1035.0
121;120083;YNDX;2014-10-03;1065.0;1078.0
122;120083;YNDX;2014-10-04;1065.0;1078.0
123;120083;YNDX;2014-10-05;1065.0;1078.0
124;120084;YNDX;2014-10-06;1081.0;1082.0
125;120085;YNDX;2014-10-07;1077.0;1069.0
126;120086;YNDX;2014-10-08;1061.0;1036.0
127;120087;YNDX;2014-10-09;1047.0;1037.0
128;120088;YNDX;2014-10-10;1045.0;1011.0
